iter	Passed	Remaining
1659	156330	126194
1660	156431	126105
1661	156531	126016
1662	156616	125914
1663	156725	125832
1664	156816	125736
1665	156927	125655
1666	156964	125514
1667	157074	125433
1668	157172	125342
1669	157286	125263
1670	157390	125177
1671	157479	125079
1672	157572	124984
1673	157678	124899
1674	157779	124810
1675	157861	124707
1676	157963	124619
1677	158066	124531
1678	158151	124430
1679	158263	124349
1680	158359	124257
1681	158445	124156
1682	158530	124055
1683	158621	123958
1684	158713	123862
1685	158803	123765
1686	158907	123678
1687	159013	123593
1688	159113	123503
1689	159203	123406
1690	159289	123305
1691	159392	123218
1692	159497	123132
1693	159601	123046
1694	159691	122948
1695	159778	122848
1696	159869	122751
1697	159965	122659
1698	160056	122562
1699	160143	122462
1700	160242	122372
1701	160337	122278
1702	160440	122191
1703	160538	122100
1704	160637	122009
1705	160722	121907
1706	160820	121816
1707	160910	121719
1708	160937	121574
1709	161024	121474
1710	161127	121386
1711	161224	121295
1712	161326	121206
1713	161409	121104
1714	161498	121005
1715	161581	120903
1716	161666	120802
1717	161751	120701
1718	161849	120610
1719	161930	120506
1720	162034	120419
1721	162115	120315
1722	162197	120212
1723	162288	120116
1724	162387	120025
1725	162472	119924
1726	162559	119825
1727	162664	119739
1728	162745	119635
1729	162826	119531
1730	162922	119438
1731	163013	119342
1732	163113	119252
1733	163220	119167
1734	163323	119080
1735	163410	118981
1736	163530	118905
1737	163631	118816
1738	163741	118733
1739	163839	118642
1740	163944	118556
1741	164040	118463
1742	164129	118365
1743	164206	118258
1744	164285	118153
1745	164377	118058
1746	164469	117962
1747	164559	117865
1748	164649	117768
1749	164753	117681
1750	164850	117589
1751	164955	117502
1752	165032	117395
1753	165111	117291
1754	165194	117188
1755	165283	117091
1756	165380	116999
1757	165463	116897
1758	165552	116799
1759	165649	116707
1760	165730	116603
1761	165817	116504
1762	165905	116406
1763	165987	116304
1764	166070	116202
1765	166153	116100
1766	166233	115996
1767	166341	115912
1768	166443	115823
1769	166543	115733
1770	166643	115643
1771	166730	115544
1772	166813	115443
1773	166907	115349
1774	166994	115250
1775	167077	115147
1776	167156	115043
1777	167238	114941
1778	167318	114837
1779	167399	114734
1780	167479	114630
1781	167582	114542
1782	167684	114454
1783	167772	114356
1784	167864	114260
1785	167951	114162
1786	168034	114060
1787	168132	113969
1788	168223	113873
1789	168323	113782
1790	168409	113683
1791	168504	113590
1792	168595	113494
1793	168692	113402
1794	168789	113309
1795	168891	113221
1796	168990	113130
1797	169078	113032
1798	169188	112949
1799	169270	112847
1800	169362	112751
1801	169445	112650
1802	169530	112549
1803	169635	112463
1804	169722	112364
1805	169817	112271
1806	169907	112174
1807	170017	112090
1808	170096	111987
1809	170194	111896
1810	170289	111802
1811	170371	111700
1812	170418	111575
1813	170513	111482
1814	170598	111382
1815	170698	111292
1816	170828	111221
1817	170909	111119
1818	171012	111031
1819	171045	110897
1820	171145	110807
1821	171233	110709
1822	171314	110607
1823	171401	110508
1824	171495	110414
1825	171582	110316
1826	171667	110216
1827	171756	110119
1828	171839	110018
1829	171924	109918
1830	172005	109816
1831	172091	109717
1832	172205	109636
1833	172304	109545
1834	172411	109460
1835	172518	109374
1836	172601	109273
1837	172704	109185
1838	172802	109094
1839	172899	109001
1840	172999	108911
1841	173104	108824
1842	173196	108729
1843	173288	108634
1844	173377	108537
1845	173457	108434
1846	173526	108325
1847	173616	108228
1848	173697	108126
1849	173780	108025
1850	173875	107932
1851	173979	107845
1852	174076	107752
1853	174170	107658
1854	174274	107571
1855	174299	107434
1856	174406	107348
1857	174488	107247
1858	174573	107148
1859	174661	107050
1860	174742	106948
1861	174825	106848
1862	174927	106758
1863	175011	106659
1864	175101	106563
1865	175179	106459
1866	175267	106362
1867	175352	106262
1868	175382	106130
1869	175467	106031
1870	175556	105934
1871	175636	105832
1872	175729	105738
1873	175824	105644
1874	175916	105549
1875	176005	105452
1876	176099	105359
1877	176200	105270
1878	176292	105175
1879	176370	105072
1880	176477	104985
1881	176563	104887
1882	176667	104799
1883	176756	104703
1884	176839	104602
1885	176925	104504
1886	177007	104403
1887	177088	104301
1888	177179	104206
1889	177288	104121
1890	177369	104020
1891	177463	103926
1892	177548	103827
1893	177644	103735
1894	177726	103634
1895	177810	103535
1896	177896	103436
1897	177980	103337
1898	178064	103237
1899	178164	103147
1900	178188	103013
1901	178289	102924
1902	178378	102827
1903	178462	102728
1904	178561	102637
1905	178663	102548
1906	178746	102448
1907	178832	102350
1908	178932	102260
1909	178977	102139
1910	179066	102042
1911	179153	101944
1912	179254	101855
1913	179362	101769
1914	179454	101675
1915	179565	101591
1916	179665	101501
1917	179833	101449
1918	179950	101368
1919	180068	101288
1920	180181	101205
1921	180295	101123
1922	180394	101032
1923	180505	100948
1924	180608	100859
1925	180705	100767
1926	180799	100673
1927	180910	100589
1928	181011	100499
1929	181106	100406
1930	181209	100317
1931	181309	100227
1932	181405	100134
1933	181491	100036
1934	181583	99941
1935	181662	99839
1936	181743	99738
1937	181834	99643
1938	181918	99543
1939	182000	99443
1940	182100	99353
1941	182185	99254
1942	182300	99172
1943	182389	99075
1944	182490	98985
1945	182595	98897
1946	182701	98811
1947	182812	98726
1948	182912	98635
1949	183001	98539
1950	183077	98436
1951	183149	98330
1952	183201	98214
1953	183272	98107
1954	183363	98012
1955	183446	97913
1956	183533	97815
1957	183628	97722
1958	183753	97645
1959	183855	97555
1960	183981	97479
1961	184163	97431
1962	184227	97322
1963	184391	97265
1964	184550	97206
1965	184713	97148
1966	184915	97110
1967	185069	97048
1968	185230	96989
1969	185390	96930
1970	185580	96886
1971	185827	96871
1972	186041	96839
1973	186227	96793
1974	186373	96725
1975	186539	96668
1976	186696	96606
1977	186864	96549
1978	187024	96489
1979	187190	96431
1980	187352	96371
1981	187524	96316
1982	187682	96254
1983	187846	96195
1984	188014	96138
1985	188226	96103
1986	188440	96069
1987	188648	96032
1988	188815	95974
1989	188970	95909
1990	189123	95844
1991	189280	95780
1992	189481	95738
1993	189649	95680
1994	189828	95627
1995	189980	95561
1996	190145	95501
1997	190317	95444
1998	190490	95388
1999	190664	95332
2000	190832	95272
2001	190999	95213
2002	191180	95160
2003	191360	95107
2004	191444	95006
2005	191608	94944
2006	191766	94879
2007	191946	94826
2008	192049	94734
2009	192049	94734
2010	192208	94574
2011	192361	94506
2012	192918	94637
2013	193101	94584
2014	193255	94516
2015	193572	94528
2016	193783	94488
2017	193952	94427
2018	194134	94373
2019	194318	94320
2020	194478	94254
2021	194613	94177
2022	194797	94123
2023	194965	94061
2024	195180	94022
2025	195353	93962
2026	195549	93914
2027	195712	93849
2028	195875	93784
2029	196017	93709
2030	196160	93635
2031	196348	93582
2032	196489	93506
2033	196683	93456
2034	196891	93412
2035	197135	93385
2036	197388	93361
2037	198003	93509
2038	198198	93458
2039	198421	93420
2040	198790	93451
2041	199202	93501
2042	199595	93541
2043	199746	93469
2044	199913	93403
2045	200092	93343
2046	200258	93278
2047	200459	93227
2048	200652	93173
2049	200806	93102
2050	200966	93032
2051	201087	92945
2052	201127	92820
2053	201236	92727
2054	201339	92631
2055	201445	92537
2056	201551	92443
2057	201660	92350
2058	201767	92255
2059	201880	92165
2060	201981	92068
2061	202084	91972
2062	202196	91880
2063	202278	91775
2064	202380	91679
2065	202482	91582
2066	202581	91485
2067	202679	91387
2068	202783	91291
2069	202903	91203
2070	203012	91110
2071	203129	91020
2072	203239	90928
2073	203356	90838
2074	203472	90748
2075	203586	90657
2076	203694	90563
2077	203800	90468
2078	203904	90373
2079	204021	90283
2080	204148	90198
2081	204296	90122
2082	204451	90049
2083	204599	89972
2084	204709	89879
2085	204820	89787
2086	204940	89698
2087	205074	89615
2088	205211	89534
2089	205338	89448
2090	205446	89354
2091	205554	89260
2092	205659	89165
2093	205761	89068
2094	205877	88977
2095	205979	88881
2096	206089	88787
2097	206184	88687
2098	206285	88590
2099	206411	88504
2100	206514	88407
2101	206622	88313
2102	206739	88223
2103	206859	88134
2104	206968	88040
2105	207077	87946
2106	207182	87850
2107	207296	87759
2108	207403	87664
2109	207511	87569
2110	207622	87476
2111	207728	87381
2112	207832	87285
2113	207933	87188
2114	208040	87093
2115	208156	87002
2116	208262	86907
2117	208369	86812
2118	208475	86717
2119	208595	86627
2120	208701	86532
2121	208821	86442
2122	208931	86349
2123	209043	86256
2124	209145	86159
2125	209255	86065
2126	209371	85974
2127	209494	85885
2128	209610	85794
2129	209721	85701
2130	209829	85606
2131	209932	85509
2132	210035	85412
2133	210160	85325
2134	210264	85228
2135	210368	85132
2136	210476	85038
2137	210608	84953
2138	210739	84867
2139	210863	84779
2140	211006	84698
2141	211127	84608
2142	211245	84517
2143	211364	84427
2144	211497	84342
2145	211555	84227
2146	211682	84140
2147	211816	84055
2148	211930	83963
2149	212043	83870
2150	212153	83775
2151	212256	83679
2152	212358	83581
2153	212461	83484
2154	212569	83389
2155	212675	83293
2156	212784	83198
2157	212895	83105
2158	213007	83011
2159	213120	82918
2160	213250	82832
2161	213437	82767
2162	213600	82693
2163	213724	82604
2164	213834	82509
2165	213948	82416
2166	214065	82325
2167	214167	82227
2168	214272	82131
2169	214376	82034
2170	214488	81940
2171	214594	81844
2172	214697	81747
2173	214811	81653
2174	214920	81558
2175	215032	81465
2176	215134	81367
2177	215259	81278
2178	215365	81182
2179	215514	81102
2180	215632	81010
2181	215746	80917
2182	215857	80823
2183	215980	80732
2184	216096	80640
2185	216208	80546
2186	216313	80449
2187	216421	80354
2188	216528	80258
2189	216630	80160
2190	216746	80067
2191	216867	79976
2192	216974	79880
2193	217083	79785
2194	217202	79693
2195	217320	79601
2196	217435	79508
2197	217563	79419
2198	217673	79325
2199	217804	79237
2200	217930	79148
2201	218045	79055
2202	218156	78960
2203	218264	78864
2204	218378	78770
2205	218493	78677
2206	218602	78581
2207	218729	78492
2208	218837	78396
2209	218937	78298
2210	219038	78199
2211	219160	78108
2212	219274	78014
2213	219385	77920
2214	219510	77829
2215	219625	77736
2216	219739	77642
2217	219847	77546
2218	219964	77453
2219	220083	77361
2220	220189	77264
2221	220296	77168
2222	220411	77074
2223	220546	76988
2224	220659	76893
2225	220754	76792
2226	220850	76692
2227	220955	76595
2228	221056	76496
2229	221208	76415
2230	221388	76344
2231	221549	76266
2232	221695	76183
2233	221836	76098
2234	221943	76001
2235	222048	75903
2236	222159	75808
2237	222262	75710
2238	222375	75615
2239	222486	75520
2240	222601	75426
2241	222710	75330
2242	222824	75235
2243	222933	75139
2244	223037	75041
2245	223145	74945
2246	223258	74850
2247	223368	74754
2248	223472	74656
2249	223574	74558
2250	223684	74462
2251	223812	74372
2252	223920	74275
2253	224022	74176
2254	224119	74076
2255	224212	73975
2256	224302	73872
2257	224394	73770
2258	224485	73668
2259	224578	73567
2260	224672	73465
2261	224765	73364
2262	224862	73264
2263	224966	73166
2264	225072	73069
2265	225181	72972
2266	225280	72873
2267	225381	72774
2268	225477	72673
2269	225577	72574
2270	225685	72477
2271	225796	72382
2272	225907	72286
2273	226012	72188
2274	226111	72089
2275	226216	71991
2276	226323	71894
2277	226432	71798
2278	226535	71699
2279	226633	71599
2280	226737	71501
2281	226851	71406
2282	226952	71308
2283	227055	71209
2284	227156	71110
2285	227262	71013
2286	227371	70916
2287	227484	70821
2288	227575	70719
2289	227685	70623
2290	227785	70523
2291	227893	70427
2292	228001	70330
2293	228118	70236
2294	228219	70137
2295	228314	70036
2296	228410	69935
2297	228531	69842
2298	228664	69753
2299	228811	69668
2300	228909	69568
2301	229004	69467
2302	229101	69367
2303	229212	69271
2304	229307	69170
2305	229402	69069
2306	229492	68967
2307	229586	68865
2308	229685	68766
2309	229775	68664
2310	229872	68563
2311	229970	68463
2312	230066	68363
2313	230120	68250
2314	230220	68150
2315	230318	68051
2316	230420	67952
2317	230529	67855
2318	230626	67755
2319	230739	67659
2320	230842	67561
2321	230943	67462
2322	231051	67365
2323	231151	67265
2324	231244	67164
2325	231346	67065
2326	231452	66967
2327	231557	66869
2328	231662	66772
2329	231769	66674
2330	231869	66575
2331	231964	66474
2332	232060	66373
2333	232157	66273
2334	232213	66161
2335	232312	66062
2336	232423	65966
2337	232575	65881
2338	232677	65782
2339	232786	65685
2340	232894	65588
2341	233001	65491
2342	233095	65390
2343	233195	65290
2344	233301	65192
2345	233399	65093
2346	233508	64996
2347	233602	64895
2348	233703	64796
2349	233817	64700
2350	233926	64603
2351	234026	64503
2352	234126	64404
2353	234246	64310
2354	234353	64213
2355	234448	64112
2356	234537	64009
2357	234646	63912
2358	234749	63814
2359	234874	63721
2360	234983	63624
2361	235094	63528
2362	235191	63428
2363	235287	63327
2364	235403	63232
2365	235514	63135
2366	235606	63034
2367	235711	62936
2368	235818	62838
2369	235929	62741
2370	236033	62643
2371	236136	62544
2372	236237	62445
2373	236345	62348
2374	236440	62247
2375	236533	62146
2376	236632	62046
2377	236727	61945
2378	236825	61845
2379	236932	61747
2380	237050	61653
2381	237159	61555
2382	237255	61455
2383	237347	61353
2384	237455	61256
2385	237548	61155
2386	237647	61055
2387	237763	60959
2388	237861	60859
2389	237961	60760
2390	238078	60665
2391	238204	60572
2392	238313	60475
2393	238407	60373
2394	238500	60272
2395	238609	60175
2396	238717	60077
2397	238825	59980
2398	238927	59881
2399	239027	59781
2400	239142	59686
2401	239239	59585
2402	239333	59484
2403	239439	59386
2404	239541	59287
2405	239637	59187
2406	239747	59089
2407	239856	58992
2408	239961	58894
2409	240056	58793
2410	240156	58693
2411	240263	58596
2412	240364	58496
2413	240467	58397
2414	240570	58299
2415	240680	58201
2416	240797	58106
2417	240908	58009
2418	241017	57912
2419	241130	57815
2420	241237	57717
2421	241340	57618
2422	241446	57520
2423	241552	57422
2424	241666	57326
2425	241780	57229
2426	241885	57131
2427	241983	57031
2428	242080	56930
2429	242182	56831
2430	242294	56734
2431	242397	56635
2432	242520	56541
2433	242618	56441
2434	242722	56342
2435	242824	56243
2436	242919	56142
2437	243026	56044
2438	243139	55948
2439	243257	55852
2440	243363	55754
2441	243482	55658
2442	243586	55560
2443	243697	55462
2444	243807	55365
2445	243921	55269
2446	244031	55171
2447	244147	55075
2448	244256	54977
2449	244364	54879
2450	244475	54782
2451	244571	54681
2452	244686	54585
2453	244789	54486
2454	244886	54386
2455	244988	54286
2456	245099	54189
2457	245210	54092
2458	245323	53995
2459	245434	53897
2460	245543	53800
2461	245657	53703
2462	245769	53606
2463	245872	53507
2464	245990	53411
2465	246103	53314
2466	246220	53218
2467	246322	53118
2468	246432	53020
2469	246536	52921
2470	246644	52823
2471	246748	52724
2472	246851	52625
2473	246943	52524
2474	247057	52427
2475	247168	52329
2476	247276	52231
2477	247372	52131
2478	247473	52031
2479	247577	51932
2480	247684	51833
2481	247792	51735
2482	247906	51638
2483	248014	51540
2484	248120	51442
2485	248217	51341
2486	248314	51241
2487	248416	51141
2488	248525	51043
2489	248634	50945
2490	248733	50845
2491	248840	50747
2492	248953	50649
2493	249050	50549
2494	249157	50450
2495	249252	50350
2496	249346	50249
2497	249454	50150
2498	249546	50049
2499	249653	49950
2500	249754	49851
2501	249860	49752
2502	249960	49652
2503	250069	49554
2504	250189	49458
2505	250283	49357
2506	250385	49257
2507	250497	49160
2508	250614	49063
2509	250707	48962
2510	250810	48863
2511	250919	48764
2512	251016	48664
2513	251122	48565
2514	251241	48469
2515	251359	48372
2516	251462	48273
2517	251580	48177
2518	251684	48078
2519	251789	47978
2520	251911	47883
2521	252019	47784
2522	252071	47675
2523	252179	47577
2524	252282	47477
2525	252385	47378
2526	252517	47284
2527	252617	47184
2528	252719	47085
2529	252819	46985
2530	252928	46886
2531	253031	46787
2532	253130	46687
2533	253231	46587
2534	253333	46487
2535	253438	46388
2536	253541	46289
2537	253644	46189
2538	253747	46090
2539	253856	45992
2540	253960	45892
2541	254063	45793
2542	254166	45694
2543	254270	45594
2544	254374	45495
2545	254476	45395
2546	254577	45296
2547	254679	45196
2548	254785	45097
2549	254888	44998
2550	254998	44899
2551	255123	44804
2552	255238	44706
2553	255335	44606
2554	255461	44510
2555	255592	44416
2556	255717	44320
2557	255834	44223
2558	255954	44126
2559	256067	44028
2560	256183	43931
2561	256292	43832
2562	256407	43735
2563	256516	43636
2564	256623	43537
2565	256735	43439
2566	256847	43341
2567	256954	43242
2568	257060	43143
2569	257179	43046
2570	257278	42946
2571	257393	42848
2572	257493	42748
2573	257605	42650
2574	257717	42552
2575	257834	42455
2576	257948	42357
2577	258068	42260
2578	258180	42162
2579	258288	42063
2580	258408	41966
2581	258446	41856
2582	258555	41757
2583	258666	41659
2584	258779	41560
2585	258891	41462
2586	259006	41364
2587	259120	41266
2588	259225	41167
2589	259339	41069
2590	259443	40970
2591	259554	40871
2592	259665	40773
2593	259775	40674
2594	259888	40576
2595	260001	40477
2596	260098	40377
2597	260201	40277
2598	260355	40185
2599	260465	40087
2600	260586	39990
2601	260702	39892
2602	260800	39791
2603	260896	39690
2604	261011	39592
2605	261104	39491
2606	261223	39394
2607	261324	39293
2608	261422	39193
2609	261525	39093
2610	261631	38994
2611	261730	38893
2612	261833	38793
2613	261933	38693
2614	262046	38595
2615	262147	38495
2616	262240	38393
2617	262347	38294
2618	262449	38194
2619	262537	38092
2620	262634	37991
2621	262726	37890
2622	262823	37789
2623	262925	37689
2624	263060	37594
2625	263164	37494
2626	263274	37395
2627	263405	37299
2628	263519	37201
2629	263634	37103
2630	263757	37006
2631	263882	36909
2632	264001	36811
2633	264104	36711
2634	264211	36612
2635	264312	36512
2636	264411	36411
2637	264512	36311
2638	264611	36211
2639	264722	36112
2640	264821	36011
2641	264927	35912
2642	265025	35811
2643	265127	35711
2644	265225	35610
2645	265323	35510
2646	265422	35409
2647	265525	35309
2648	265628	35209
2649	265736	35110
2650	265837	35010
2651	265935	34909
2652	266035	34809
2653	266133	34708
2654	266228	34607
2655	266326	34507
2656	266424	34406
2657	266522	34305
2658	266622	34205
2659	266724	34105
2660	266825	34005
2661	266922	33904
2662	267020	33803
2663	267120	33703
2664	267220	33603
2665	267319	33502
2666	267419	33402
2667	267519	33301
2668	267618	33201
2669	267725	33102
2670	267824	33001
2671	267922	32901
2672	268028	32801
2673	268124	32700
2674	268225	32600
2675	268323	32499
2676	268425	32399
2677	268452	32290
2678	268551	32190
2679	268656	32090
2680	268758	31990
2681	268932	31898
2682	269039	31799
2683	269136	31698
2684	269248	31599
2685	269363	31500
2686	269476	31402
2687	269612	31305
2688	269717	31206
2689	269828	31107
2690	269923	31006
2691	270023	30905
2692	270137	30806
2693	270250	30708
2694	270347	30607
2695	270452	30507
2696	270565	30408
2697	270673	30308
2698	270779	30209
2699	270887	30109
2700	271003	30011
2701	271109	29911
2702	271203	29810
2703	271313	29711
2704	271415	29610
2705	271526	29511
2706	271622	29410
2707	271729	29311
2708	271839	29211
2709	271955	29113
2710	272074	29014
2711	272175	28914
2712	272270	28813
2713	272364	28712
2714	272468	28612
2715	272568	28511
2716	272665	28411
2717	272769	28311
2718	272866	28210
2719	272961	28109
2720	273070	28009
2721	273183	27910
2722	273276	27809
2723	273371	27708
2724	273478	27608
2725	273578	27508
2726	273678	27408
2727	273780	27307
2728	273882	27207
2729	273988	27107
2730	274102	27008
2731	274216	26909
2732	274335	26810
2733	274451	26712
2734	274553	26611
2735	274642	26510
2736	274752	26410
2737	274854	26310
2738	274955	26210
2739	275068	26110
2740	275178	26011
2741	275278	25910
2742	275377	25810
2743	275468	25709
2744	275576	25609
2745	275682	25509
2746	275788	25409
2747	275903	25310
2748	276008	25210
2749	276120	25111
2750	276229	25011
2751	276340	24911
2752	276429	24810
2753	276536	24710
2754	276634	24609
2755	276731	24509
2756	276828	24408
2757	276918	24306
2758	277011	24205
2759	277103	24104
2760	277197	24003
2761	277308	23904
2762	277412	23804
2763	277508	23703
2764	277600	23602
2765	277712	23502
2766	277809	23401
2767	277907	23301
2768	278004	23200
2769	278103	23099
2770	278196	22998
2771	278290	22897
2772	278391	22797
2773	278487	22696
2774	278599	22597
2775	278689	22496
2776	278783	22395
2777	278883	22294
2778	278980	22193
2779	279080	22093
2780	279181	21993
2781	279291	21893
2782	279401	21793
2783	279500	21693
2784	279603	21592
2785	279652	21488
2786	279760	21388
2787	279850	21287
2788	279945	21186
2789	280059	21087
2790	280087	20981
2791	280201	20882
2792	280313	20782
2793	280414	20682
2794	280508	20581
2795	280609	20480
2796	280722	20381
2797	280823	20281
2798	280916	20180
2799	281026	20080
2800	281060	19975
2801	281173	19875
2802	281276	19775
2803	281389	19676
2804	281489	19575
2805	281591	19475
2806	281688	19374
2807	281788	19274
2808	281891	19174
2809	282005	19074
2810	282106	18974
2811	282208	18874
2812	282304	18773
2813	282406	18673
2814	282503	18572
2815	282602	18472
2816	282705	18371
2817	282820	18272
2818	282929	18172
2819	283039	18072
2820	283133	17971
2821	283242	17872
2822	283357	17772
2823	283460	17672
2824	283567	17572
2825	283666	17471
2826	283774	17371
2827	283880	17271
2828	283980	17171
2829	284088	17071
2830	284181	16970
2831	284297	16871
2832	284394	16770
2833	284492	16669
2834	284610	16570
2835	284706	16469
2836	284812	16369
2837	284925	16269
2838	285029	16169
2839	285142	16070
2840	285238	15969
2841	285343	15869
2842	285457	15769
2843	285559	15669
2844	285677	15569
2845	285797	15470
2846	285890	15369
2847	285996	15269
2848	286101	15168
2849	286210	15069
2850	286300	14968
2851	286394	14867
2852	286496	14766
2853	286585	14665
2854	286694	14565
2855	286800	14465
2856	286892	14364
2857	286941	14261
2858	287046	14161
2859	287147	14061
2860	287254	13960
2861	287364	13860
2862	287484	13761
2863	287587	13661
2864	287695	13561
2865	287794	13460
2866	287899	13360
2867	288011	13260
2868	288128	13160
2869	288234	13060
2870	288333	12959
2871	288434	12859
2872	288530	12758
2873	288642	12658
2874	288758	12559
2875	288854	12458
2876	288965	12358
2877	289073	12258
2878	289176	12157
2879	289285	12057
2880	289381	11957
2881	289410	11853
2882	289521	11753
2883	289630	11653
2884	289722	11552
2885	289831	11452
2886	289866	11349
2887	289967	11249
2888	290076	11149
2889	290180	11048
2890	290291	10948
2891	290391	10848
2892	290492	10747
2893	290596	10647
2894	290708	10547
2895	290826	10447
2896	290940	10347
2897	291056	10247
2898	291164	10147
2899	291260	10046
2900	291359	9946
2901	291454	9845
2902	291556	9745
2903	291655	9644
2904	291757	9544
2905	291888	9444
2906	291992	9344
2907	292087	9243
2908	292184	9143
2909	292273	9042
2910	292370	8941
2911	292477	8841
2912	292561	8740
2913	292648	8639
2914	292726	8538
2915	292812	8437
2916	292898	8336
2917	292987	8236
2918	293082	8135
2919	293178	8035
2920	293263	7934
2921	293359	7833
2922	293462	7733
2923	293561	7632
2924	293641	7531
2925	293738	7431
2926	293835	7330
2927	293934	7230
2928	294023	7129
2929	294109	7028
2930	294142	6926
2931	294225	6826
2932	294327	6725
2933	294420	6625
2934	294508	6524
2935	294594	6423
2936	294692	6323
2937	294786	6222
2938	294869	6122
2939	294971	6021
2940	295070	5921
2941	295169	5821
2942	295268	5720
2943	295351	5620
2944	295439	5519
2945	295520	5418
2946	295601	5318
2947	295690	5217
2948	295779	5116
2949	295803	5015
2950	295896	4914
2951	295989	4814
2952	296081	4714
2953	296184	4613
2954	296274	4513
2955	296378	4413
2956	296488	4312
2957	296587	4212
2958	296680	4112
2959	296782	4011
2960	296865	3911
2961	296962	3811
2962	297044	3710
2963	297140	3610
2964	297221	3509
2965	297299	3409
2966	297388	3308
2967	297486	3208
2968	297585	3108
2969	297679	3007
2970	297783	2907
2971	297871	2807
2972	297967	2706
2973	298057	2606
2974	298138	2506
2975	298219	2405
2976	298301	2305
2977	298395	2205
2978	298493	2104
2979	298582	2004
2980	298667	1904
2981	298766	1804
2982	298851	1703
2983	298941	1603
2984	299041	1503
2985	299137	1402
2986	299235	1302
2987	299335	1202
2988	299437	1102
2989	299541	1002
2990	299636	901
2991	299743	801
2992	299838	701
2993	299935	601
2994	300028	501
2995	300116	400
2996	300222	300
2997	300249	200
2998	300353	100
2999	300401	0
