iter	R2	RMSE
944	0.9289071709	91.39510884
945	0.9290309957	91.31548121
946	0.929225463	91.19028531
947	0.9293485495	91.11095466
948	0.9294784669	91.02714644
949	0.9295888836	90.95585716
950	0.9297597775	90.84541127
951	0.9299026805	90.75295217
952	0.9300283157	90.67158759
953	0.9302126528	90.55207382
954	0.9303079273	90.49024134
955	0.9304735713	90.38263885
956	0.9305774434	90.31509802
957	0.9307478657	90.20417469
958	0.9308413278	90.14328472
959	0.9310008804	90.03924211
960	0.931076946	89.98959811
961	0.9311990025	89.90988113
962	0.9312392547	89.88357622
963	0.9313317286	89.82311532
964	0.9314305786	89.75844051
965	0.9315779771	89.66191515
966	0.9316910066	89.5878262
967	0.9317601099	89.54249991
968	0.9318423217	89.48854562
969	0.9320191554	89.37238217
970	0.9322048475	89.25023676
971	0.9323253844	89.17085994
972	0.9324479511	89.09007384
973	0.9325847546	88.99981741
974	0.932798436	88.85865722
975	0.9328638152	88.81542221
976	0.933052623	88.69044602
977	0.9331716457	88.61157157
978	0.9333012134	88.52562925
979	0.9333933583	88.4644587
980	0.9335192671	88.38080548
981	0.9336147329	88.31732563
982	0.9337123336	88.25237894
983	0.9338129075	88.18540377
984	0.9339374749	88.10238
985	0.9340775087	88.00895446
986	0.9341850548	87.93713617
987	0.9343546977	87.82373077
988	0.9344823697	87.73828606
989	0.9345461222	87.69558846
990	0.9346515334	87.62494462
991	0.9347209085	87.57842017
992	0.9348967004	87.46041947
993	0.9350127105	87.38246018
994	0.9350534055	87.35509646
995	0.9351803434	87.26968708
996	0.9353373442	87.16393434
997	0.9354032658	87.11949252
998	0.9355467115	87.02270854
999	0.9357648607	86.87531475
1000	0.9359103799	86.77685469
1001	0.93602868	86.69672898
1002	0.9361177439	86.63635627
1003	0.9361962612	86.58309782
1004	0.936330572	86.49191846
1005	0.93643794	86.4189605
1006	0.936584132	86.31952196
1007	0.9367490572	86.20720357
1008	0.9368465978	86.14070697
1009	0.9369070394	86.09947621
1010	0.9370417979	86.0074783
1011	0.9371421092	85.93893312
1012	0.9372504902	85.86481222
1013	0.9373102293	85.82392978
1014	0.9373523481	85.79509411
1015	0.9374357152	85.73799004
1016	0.9375896224	85.632468
1017	0.9377114139	85.54887295
1018	0.9377955392	85.49108341
1019	0.9378562735	85.44933792
1020	0.9380112315	85.34273567
1021	0.9380447695	85.31964591
1022	0.9381682758	85.23456214
1023	0.9382850432	85.15404264
1024	0.9385104783	84.99837312
1025	0.9386495148	84.90222209
1026	0.9387681968	84.820061
1027	0.9388924023	84.73399079
1028	0.9389638434	84.68444495
1029	0.9390690792	84.61140889
1030	0.9391867567	84.52966326
1031	0.9392271847	84.50156139
1032	0.9393062923	84.4465459
1033	0.9393958912	84.38419087
1034	0.9395444341	84.28071304
1035	0.9396519176	84.20575869
1036	0.9397651122	84.12674948
1037	0.9399127734	84.0235711
1038	0.9400338059	83.93890488
1039	0.9401560208	83.85332489
1040	0.9402911233	83.75861866
1041	0.9404224939	83.66642569
1042	0.9404600821	83.64002844
1043	0.9406202877	83.52742645
1044	0.9406859352	83.48124161
1045	0.9407191624	83.45785557
1046	0.9407934972	83.40551345
1047	0.9408915039	83.33645278
1048	0.940993291	83.26466758
1049	0.9410796492	83.20371502
1050	0.9411370118	83.16320315
1051	0.9412214999	83.10349821
1052	0.9412924816	83.05330461
1053	0.9413540339	83.00975432
1054	0.9414452781	82.94515388
1055	0.9415755471	82.85283683
1056	0.9417189659	82.7510819
1057	0.9418431903	82.662844
1058	0.9419763105	82.56818269
1059	0.9420509691	82.5150457
1060	0.9421307858	82.45819969
1061	0.9422305085	82.38712128
1062	0.9422856474	82.3477941
1063	0.9424302618	82.24456029
1064	0.9425148838	82.18409229
1065	0.9426322875	82.10012574
1066	0.9426946286	82.05550483
1067	0.9427698817	82.00160972
1068	0.9428949869	81.9119328
1069	0.9429875192	81.84554131
1070	0.9430533725	81.79825908
1071	0.9431259834	81.7460932
1072	0.9432394568	81.66450374
1073	0.9433241417	81.60356062
1074	0.9434432781	81.51774747
1075	0.943553991	81.43792062
1076	0.9436378906	81.3773747
1077	0.9437148813	81.32177493
1078	0.9438406064	81.2308992
1079	0.9439633883	81.1420526
1080	0.9440835194	81.05502991
1081	0.9441785792	80.98610257
1082	0.9442668085	80.9220754
1083	0.944347138	80.86373699
1084	0.9444455587	80.7922026
1085	0.9445520789	80.71470983
1086	0.9446380691	80.65209822
1087	0.9447564835	80.5657981
1088	0.9449228463	80.44439693
1089	0.9450055463	80.38397942
1090	0.9450634093	80.34167983
1091	0.9451093996	80.30804367
1092	0.9451776836	80.25807643
1093	0.9453382033	80.1404925
1094	0.9454554965	80.05446369
1095	0.9455385041	79.99352574
1096	0.9456214738	79.93256918
1097	0.9457341352	79.84972414
1098	0.9458257185	79.78231539
1099	0.9459051793	79.7237831
1100	0.9460990623	79.58078456
1101	0.9461955653	79.50951278
1102	0.9463343385	79.40691057
1103	0.9464378091	79.33032299
1104	0.9465239839	79.26648106
1105	0.9466550808	79.16926024
1106	0.9467100402	79.12846708
1107	0.9467924389	79.06726783
1108	0.9468627442	79.01501319
1109	0.9469355615	78.96085506
1110	0.9469853585	78.92379694
1111	0.9470740032	78.85778584
1112	0.9471593995	78.79414149
1113	0.9472140365	78.75339456
1114	0.9473298109	78.66698302
1115	0.9473895731	78.62234066
1116	0.9475311106	78.51651077
1117	0.9475953342	78.46844275
1118	0.9476230199	78.44771235
1119	0.9477143174	78.37931199
1120	0.9478247144	78.2965225
1121	0.9479388105	78.2108668
1122	0.9480199036	78.1499305
1123	0.9481542652	78.04886161
1124	0.9482182153	78.00071135
1125	0.9482810968	77.95333664
1126	0.9483619256	77.89239818
1127	0.9484200078	77.84857942
1128	0.9484930579	77.79343342
1129	0.9486228354	77.69536695
1130	0.9486526161	77.6728457
1131	0.9487681024	77.58544889
1132	0.9488891478	77.49373923
1133	0.9490208224	77.39385306
1134	0.949070899	77.35583191
1135	0.9491465292	77.29837351
1136	0.9491936763	77.26253288
1137	0.9492499688	77.21971823
1138	0.9493084801	77.17519092
1139	0.9493985475	77.10659894
1140	0.9495387386	76.99971311
1141	0.9496995778	76.87690157
1142	0.9498093602	76.79296245
1143	0.9499215275	76.70710503
1144	0.9499967027	76.64950905
1145	0.9500833781	76.58304834
1146	0.9501692454	76.51715035
1147	0.950277668	76.43386137
1148	0.9503433665	76.38334836
1149	0.9504223696	76.32256173
1150	0.950536002	76.2350455
1151	0.9506365493	76.15752316
1152	0.9506950934	76.11234914
1153	0.9508142493	76.02032256
1154	0.95087857	75.97060002
1155	0.9509791459	75.89278544
1156	0.9510559738	75.83329067
1157	0.951153848	75.75743014
1158	0.9512639119	75.67203077
1159	0.9513491419	75.60583396
1160	0.9514572649	75.52177302
1161	0.9515223081	75.47115961
1162	0.9516008934	75.40996313
1163	0.9517519069	75.29222522
1164	0.9518352493	75.22716831
1165	0.9519745931	75.11827087
1166	0.9520325073	75.07296436
1167	0.9521086634	75.01334552
1168	0.9522179783	74.92768533
1169	0.9522967847	74.86587112
1170	0.9523638914	74.81319363
1171	0.9524689089	74.73068236
1172	0.9525828544	74.64105331
1173	0.9526509848	74.58741073
1174	0.9527329845	74.522797
1175	0.9527928125	74.47561866
1176	0.9528393746	74.43888063
1177	0.9529528599	74.34926343
1178	0.9530393263	74.28090997
1179	0.9530965541	74.2356356
1180	0.953188471	74.16285995
1181	0.9532470279	74.11646001
1182	0.9533402382	74.04254105
1183	0.9533945285	73.99945287
1184	0.9534945759	73.91998335
1185	0.9536346368	73.80858666
1186	0.9536667682	73.78300735
1187	0.9537491194	73.71740839
1188	0.9538209314	73.6601571
1189	0.9538995217	73.59745075
1190	0.9539893187	73.52573727
1191	0.9540915637	73.44399729
1192	0.9541110837	73.42838167
1193	0.9541669497	73.38367153
1194	0.9542314417	73.33202405
1195	0.9543124388	73.26710712
1196	0.9543833493	73.21022698
1197	0.9544690274	73.14144222
1198	0.9545465934	73.07911426
1199	0.9545702078	73.06012836
1200	0.9546855387	72.96733192
1201	0.9547297882	72.93169705
1202	0.9548192725	72.85958042
1203	0.9548598961	72.82681768
1204	0.9549296396	72.77053561
1205	0.9550008101	72.71305697
1206	0.9550478858	72.67501285
1207	0.9551273468	72.61075128
1208	0.9551786886	72.56920001
1209	0.9552326439	72.52550791
1210	0.9553252269	72.45047445
1211	0.9554179943	72.37521341
1212	0.9554939195	72.31355801
1213	0.955620048	72.21101837
1214	0.9556704124	72.17003261
1215	0.9557428623	72.11103305
1216	0.955833456	72.03719013
1217	0.9558910533	71.99020321
1218	0.9559658614	71.92913017
1219	0.9560372305	71.87081633
1220	0.956134741	71.7910665
1221	0.9562242587	71.71777548
1222	0.9562955382	71.65936317
1223	0.9563553606	71.61030291
1224	0.9564101964	71.5653026
1225	0.9564617416	71.52297689
1226	0.9565237916	71.47199205
1227	0.9565793941	71.42627405
1228	0.9566437736	71.37330268
1229	0.9566814359	71.34229598
1230	0.9567906742	71.25228577
1231	0.9568361913	71.21474698
1232	0.9569038756	71.15888983
1233	0.9569510139	71.11996261
1234	0.9570335807	71.05172678
1235	0.9571117423	70.98707112
1236	0.9571524223	70.95339714
1237	0.9572167503	70.90011516
1238	0.9572971199	70.8334899
1239	0.9573956604	70.75171556
1240	0.957454566	70.70278726
1241	0.9575287405	70.64112807
1242	0.9575802672	70.59826375
1243	0.9576473316	70.5424347
1244	0.9577269312	70.47611312
1245	0.9578293094	70.39072081
1246	0.957955854	70.28502825
1247	0.9580864981	70.17574466
1248	0.958159583	70.11453495
1249	0.9582164779	70.06684768
1250	0.9582396146	70.04744598
1251	0.9582857205	70.00876706
1252	0.9583671523	69.9404005
1253	0.9584422401	69.87730076
1254	0.958527579	69.80551734
1255	0.958616874	69.73032715
1256	0.9587313037	69.63385367
1257	0.958762716	69.60734721
1258	0.9588095975	69.56776865
1259	0.9588723682	69.5147407
1260	0.9589408655	69.45682886
1261	0.9589919117	69.41363983
1262	0.9590440236	69.36952135
1263	0.9591195177	69.30555748
1264	0.9592001152	69.23720447
1265	0.9592422697	69.20142723
1266	0.9592576962	69.18832987
1267	0.9593495666	69.11027896
1268	0.9594199584	69.05041605
1269	0.9594747072	69.00382044
1270	0.9594981091	68.98389401
1271	0.9595604715	68.93076484
1272	0.9596499301	68.85447978
1273	0.9596964374	68.81478769
1274	0.9597164988	68.79765906
1275	0.9597751727	68.74753801
1276	0.959840993	68.69126886
1277	0.9598821327	68.65607545
1278	0.9599438881	68.60321229
1279	0.9599816008	68.57090983
1280	0.9600438313	68.51757356
1281	0.96011567	68.4559507
1282	0.9601944315	68.38832573
1283	0.9602541992	68.33696422
1284	0.9603119419	68.28730615
1285	0.9603355541	68.26698954
1286	0.9604031175	68.2088227
1287	0.9604663126	68.15437164
1288	0.9604824364	68.1404718
1289	0.9605324161	68.09736795
1290	0.9605951897	68.04319166
1291	0.9606627194	67.98486234
1292	0.9607335196	67.92365443
1293	0.9608159017	67.85236424
1294	0.9608823333	67.7948223
1295	0.9609587802	67.72854489
1296	0.9610133489	67.68119552
1297	0.9610529797	67.64678705
1298	0.9611259402	67.58339507
1299	0.961221465	67.50030804
1300	0.9612711201	67.45707789
1301	0.9613176044	67.41658305
1302	0.9613795009	67.36262416
1303	0.9614288206	67.31959823
1304	0.9614842076	67.27124644
1305	0.9615960354	67.17351681
1306	0.9616177468	67.15452614
1307	0.9616653964	67.11282879
1308	0.9617506398	67.03816891
1309	0.9618049093	66.990594
1310	0.9619021716	66.90524515
1311	0.9619313596	66.87961114
1312	0.9619520759	66.86141129
1313	0.9620114376	66.8092329
1314	0.9620309076	66.79211008
1315	0.96209232	66.73807242
1316	0.9621299921	66.7049025
1317	0.9622005769	66.64270884
1318	0.962255352	66.59440546
1319	0.962328799	66.5295811
1320	0.9623606947	66.50141027
1321	0.962411683	66.4563518
1322	0.9624758195	66.39963076
1323	0.9624861493	66.3904907
1324	0.9625924842	66.29633034
1325	0.9626698934	66.22769972
1326	0.962738291	66.16699945
1327	0.9628111266	66.10229943
1328	0.9628498533	66.06787255
1329	0.9629046412	66.01913718
1330	0.9629517472	65.97720619
1331	0.9629887826	65.9442208
1332	0.9630261512	65.91092191
1333	0.9630776263	65.86502525
1334	0.9631252538	65.82253069
1335	0.9631795251	65.7740749
1336	0.9632568968	65.70493231
1337	0.9633363526	65.6338514
1338	0.9634466573	65.53504546
1339	0.9635038561	65.48375066
1340	0.9635466746	65.44532547
1341	0.9636033505	65.39443003
1342	0.9636481642	65.35415893
1343	0.9636845425	65.32144992
1344	0.9637496853	65.26283662
1345	0.9637761424	65.2390164
1346	0.9637988971	65.21852266
1347	0.9638361116	65.18499197
1348	0.963875639	65.14935832
1349	0.9639104399	65.11796949
1350	0.9639506506	65.08168245
1351	0.9640303217	65.00972555
1352	0.96404632	64.99526672
1353	0.9641298673	64.91970648
1354	0.9641950888	64.86065895
1355	0.9642354988	64.82404724
1356	0.9642512725	64.8097505
1357	0.9643118232	64.75484034
1358	0.9643937462	64.68047457
1359	0.9644537578	64.62594461
1360	0.9645430479	64.54472526
1361	0.9646198041	64.47482503
1362	0.9646791397	64.42073747
1363	0.9647200409	64.38342744
1364	0.9647924711	64.31730345
1365	0.9648514482	64.26341107
1366	0.9648643762	64.25159156
1367	0.9649503502	64.17293425
1368	0.9649589667	64.16504576
1369	0.9650238758	64.10558937
1370	0.9650419905	64.08898651
1371	0.9650907378	64.0442864
1372	0.9651590303	63.98161128
1373	0.9652580256	63.8906496
1374	0.9652897047	63.86151393
1375	0.9653402536	63.81499603
1376	0.965344729	63.81087588
1377	0.9653823178	63.77626025
1378	0.9654509882	63.71297301
1379	0.9655144766	63.65440552
1380	0.9655615154	63.61097791
1381	0.9656189892	63.55787609
1382	0.965687885	63.49416271
1383	0.965762336	63.42523994
1384	0.9658325328	63.36018684
1385	0.9658752663	63.32055188
1386	0.9659540512	63.24741456
1387	0.966006946	63.19826385
1388	0.9660568295	63.15187639
1389	0.9661079441	63.10430862
1390	0.9661767277	63.04024134
1391	0.9662514139	62.97060235
1392	0.9662775487	62.94621546
1393	0.9663179784	62.90847117
1394	0.9663581048	62.87098768
1395	0.9663980766	62.83362631
1396	0.9664817009	62.75539133
1397	0.9665501717	62.69126054
1398	0.9665673347	62.67517513
1399	0.9666332378	62.61337141
1400	0.9666631134	62.58533409
1401	0.9667164149	62.53528103
1402	0.9667626309	62.49184919
1403	0.9667962332	62.46025219
1404	0.9668469735	62.41250965
1405	0.9668630911	62.39733665
1406	0.9669185074	62.34513989
1407	0.9669843003	62.2831127
1408	0.9670414456	62.22918793
1409	0.9670961373	62.17753463
1410	0.967166161	62.11133841
1411	0.9672310924	62.0498931
1412	0.9672791765	62.00435139
1413	0.9673294404	61.95670928
1414	0.967400216	61.88956313
1415	0.9674594145	61.83334446
1416	0.9675141438	61.7813245
1417	0.96752303	61.77287404
1418	0.9675825093	61.71628178
1419	0.9676442476	61.65748523
1420	0.9676950259	61.60908438
1421	0.9677550556	61.55181622
1422	0.9677992203	61.50964913
1423	0.9678349701	61.47549519
1424	0.967910283	61.40348203
1425	0.9679564512	61.35929487
1426	0.9680312214	61.28766533
1427	0.968084894	61.23619554
1428	0.9681284484	61.19439695
1429	0.9681630621	61.16115817
1430	0.9682182881	61.10808852
1431	0.9682547381	61.07303652
1432	0.9682930095	61.03621118
1433	0.9683428093	60.98825983
1434	0.968359547	60.97213498
1435	0.9684086799	60.9247763
1436	0.9684490008	60.88588382
1437	0.9684966671	60.83987419
1438	0.9685219344	60.81547087
1439	0.9685790703	60.76025268
1440	0.9686296192	60.71135855
1441	0.9686677691	60.67443136
1442	0.9687271358	60.61692277
1443	0.9687762326	60.56932129
1444	0.9688176199	60.5291655
1445	0.9688447895	60.50278981
1446	0.9689201384	60.42958252
1447	0.96896358	60.38733535
1448	0.968987856	60.36371392
1449	0.9690617025	60.29180164
1450	0.9691037506	60.25081656
1451	0.9691401132	60.21535073
1452	0.9691737672	60.18250805
1453	0.9692189635	60.13837324
1454	0.9692768705	60.08177877
1455	0.9693342002	60.02569596
1456	0.9693713699	59.98930665
1457	0.9694018602	59.95943999
1458	0.9694634733	59.89904174
1459	0.9695114887	59.85193083
1460	0.969553833	59.81035342
1461	0.969602334	59.76269523
1462	0.9696369445	59.72866293
1463	0.9696461699	59.71958834
1464	0.9696881744	59.67825317
1465	0.9697539164	59.61350129
1466	0.9697811677	59.58663977
1467	0.9698323894	59.53611787
1468	0.9698789985	59.4901083
1469	0.9699118619	59.45764626
1470	0.9699818586	59.38844521
1471	0.9700337748	59.33706695
1472	0.9700642025	59.30693387
1473	0.9700780215	59.29324365
1474	0.9701181881	59.25343336
1475	0.9701808573	59.19126648
1476	0.970218139	59.15425272
1477	0.9702532637	59.11935919
1478	0.9702937283	59.07913536
1479	0.9703384224	59.03467527
1480	0.9703750567	58.99820786
1481	0.9704233476	58.95010255
1482	0.97048123	58.89239071
1483	0.9705076072	58.86607247
1484	0.9705510749	58.82267626
1485	0.9705853005	58.78848442
1486	0.9706141566	58.75964125
1487	0.9706481863	58.72560873
1488	0.9707134879	58.66024626
1489	0.970744648	58.62903143
1490	0.9707731532	58.60046165
1491	0.9708105451	58.56296391
1492	0.9708583348	58.5150039
1493	0.9708833894	58.4898443
1494	0.9709249648	58.44807076
1495	0.9709762205	58.39652969
1496	0.9710287239	58.34368667
1497	0.9710905243	58.28142524
1498	0.9711068336	58.26498317
1499	0.9711401445	58.23138667
1500	0.9711731962	58.1980324
1501	0.9712422024	58.12833287
1502	0.9713081234	58.06167136
1503	0.9713348479	58.03462479
1504	0.9713573128	58.01187949
1505	0.9714090736	57.95943854
1506	0.9714430434	57.92499655
1507	0.9714897812	57.87757559
1508	0.9715225049	57.84435048
1509	0.9715838457	57.78201829
1510	0.971608643	57.75680107
1511	0.9716455428	57.7192561
1512	0.9716802324	57.68393766
1513	0.971712849	57.65071001
1514	0.9717439705	57.61898761
1515	0.9717749842	57.5873578
1516	0.9718271677	57.53409833
1517	0.9718447286	57.51616418
1518	0.9718860672	57.47392505
1519	0.9719137949	57.44557584
1520	0.9719294146	57.42959993
1521	0.9719539725	57.40447292
1522	0.9719907406	57.36683223
1523	0.9720153094	57.3416665
1524	0.9720531691	57.30286545
1525	0.9720768547	57.27857748
1526	0.9721130298	57.24146266
1527	0.9721425573	57.21115014
1528	0.9721817805	57.1708594
1529	0.972213369	57.1383905
1530	0.9722403289	57.11066458
1531	0.9722890638	57.06051083
1532	0.9723354896	57.01269227
1533	0.9723990701	56.94713941
1534	0.9724253968	56.91997384
1535	0.9724681951	56.87578419
1536	0.9724950173	56.84807251
1537	0.9725247595	56.81732822
1538	0.9725499159	56.79131119
1539	0.9726220418	56.7166517
1540	0.9726766264	56.66008432
1541	0.9727214843	56.61355454
1542	0.9727673089	56.5659826
1543	0.9728126697	56.51885277
1544	0.9728276506	56.50327898
1545	0.9728451544	56.48507694
1546	0.9728907538	56.43763111
1547	0.9729469708	56.37908285
1548	0.9729821522	56.34241152
1549	0.9730102893	56.31306568
1550	0.973078775	56.24157376
1551	0.97310364	56.21559484
1552	0.97311233	56.20651269
1553	0.9731817767	56.1338794
1554	0.9732062609	56.10824928
1555	0.9732378718	56.0751416
1556	0.973253285	56.0589915
1557	0.9733083462	56.00125988
1558	0.9733626378	55.94427678
1559	0.9733970305	55.908149
1560	0.9734447409	55.85799303
1561	0.9734924689	55.80777346
1562	0.9735301765	55.76806535
1563	0.9735334225	55.76464583
1564	0.9735649089	55.73146531
1565	0.9736013629	55.69302514
1566	0.9736472384	55.64461249
1567	0.973672768	55.61765269
1568	0.9737086319	55.57975768
1569	0.9737490154	55.53705602
1570	0.9737823277	55.50180684
1571	0.9738091615	55.47339651
1572	0.9738351505	55.44586673
1573	0.9738675332	55.41154504
1574	0.9738803018	55.39800603
1575	0.9738938088	55.3836805
1576	0.9739653858	55.30770389
1577	0.9739926848	55.27869946
1578	0.9740214432	55.24812785
1579	0.9740552984	55.21211649
1580	0.9740922963	55.17273539
1581	0.9741321314	55.13030295
1582	0.9741654442	55.09479299
1583	0.9741849569	55.07398262
1584	0.9742165571	55.04026427
1585	0.9742242373	55.03206617
1586	0.9742839786	54.96825432
1587	0.9742928578	54.9587638
1588	0.9743353564	54.91331658
1589	0.9743519594	54.89555141
1590	0.9744247559	54.81759138
1591	0.9744636514	54.77589161
1592	0.9744950322	54.74222501
1593	0.9745426565	54.69109225
1594	0.9745670282	54.66490663
1595	0.9746086205	54.62018967
1596	0.9746461538	54.57980525
1597	0.9746511575	54.57441915
1598	0.9746645653	54.55998421
1599	0.9747159318	54.50464718
1600	0.9747585781	54.45866157
1601	0.9747878745	54.42704874
1602	0.9748182704	54.3942301
1603	0.9748668614	54.34172479
1604	0.9749011044	54.3046929
1605	0.9749396237	54.2630062
1606	0.9749832016	54.21580621
1607	0.9750408186	54.15333714
1608	0.9750644885	54.12765305
1609	0.9751092745	54.07902257
1610	0.9751400312	54.04560037
1611	0.9751653921	54.01802603
1612	0.9751980044	53.98254669
1613	0.975208367	53.97126824
1614	0.9752233227	53.95498651
1615	0.9752303487	53.9473359
1616	0.9752456617	53.93065775
1617	0.9752704487	53.90365005
1618	0.9753009501	53.87039749
1619	0.9753122666	53.858055
1620	0.9753339295	53.83442017
1621	0.9753754881	53.78904962
1622	0.9754211471	53.73915842
1623	0.9754457555	53.71224981
1624	0.975477135	53.67791762
1625	0.9755384219	53.61080045
1626	0.9755634479	53.58336957
1627	0.9756163585	53.52532806
1628	0.9756319748	53.5081854
1629	0.9756639325	53.47308694
1630	0.9757351519	53.39478529
1631	0.9757655904	53.36128483
1632	0.9757945764	53.32936337
1633	0.9758200965	53.30124309
1634	0.9758511072	53.26705266
1635	0.9758988022	53.21442445
1636	0.9759173461	53.19394843
1637	0.9759531278	53.15441626
1638	0.9760018175	53.10057593
1639	0.976027437	53.07222438
1640	0.9760634634	53.03233042
1641	0.9760861074	53.00724021
1642	0.9761258813	52.96314068
1643	0.9761880281	52.89416148
1644	0.9762286585	52.8490155
1645	0.976240476	52.83587738
1646	0.9762592794	52.81496594
1647	0.9763000524	52.76959356
1648	0.9763255296	52.74122248
1649	0.9763768214	52.68405843
1650	0.9764049379	52.65269654
1651	0.9764350375	52.61910202
1652	0.9764403937	52.61312166
1653	0.9764667449	52.58368979
1654	0.9765090251	52.53643226
1655	0.9765275657	52.51569554
1656	0.9765759149	52.461581
1657	0.9766156388	52.4170784
1658	0.9766388105	52.39110179
1659	0.9766584241	52.36910395
1660	0.9767161205	52.30434009
1661	0.9767406094	52.27682721
1662	0.9767689878	52.24492643
1663	0.9768175613	52.19027869
1664	0.976836502	52.16895387
1665	0.9768476842	52.15636002
1666	0.9768497757	52.15400419
1667	0.9768984878	52.09910476
1668	0.9769424413	52.0495186
1669	0.9769869575	51.99924947
1670	0.9770279517	51.95291454
1671	0.977054841	51.92249961
1672	0.9770983627	51.87323366
1673	0.9771470561	51.81805799
1674	0.9771748016	51.7865926
1675	0.9772014553	51.75634733
1676	0.9772358646	51.71727528
1677	0.9772535954	51.69713028
1678	0.9772903307	51.65536808
1679	0.977326178	51.6145829
1680	0.977388302	51.54382509
1681	0.977424753	51.5022629
1682	0.9774638586	51.45763661
1683	0.9774927971	51.42458777
1684	0.9775240753	51.38884306
1685	0.977547287	51.36230068
1686	0.9776001355	51.30181754
1687	0.9776150011	51.28479151
1688	0.9776441782	51.2513578
1689	0.9776700794	51.22165957
1690	0.9776830268	51.20680761
1691	0.9776917266	51.19682575
1692	0.9777195091	51.16493586
1693	0.9777498564	51.13007916
1694	0.9777743179	51.10196554
1695	0.9778092198	51.06182605
1696	0.977824275	51.04450185
1697	0.9778750466	50.98603487
1698	0.9779084588	50.94752173
1699	0.9779227318	50.93106089
1700	0.9779467743	50.90332093
1701	0.9779777807	50.86752387
1702	0.9780255353	50.81234154
1703	0.9780455905	50.78914898
1704	0.9780737202	50.75660113
1705	0.9781222143	50.70044111
1706	0.9781510949	50.66696549
1707	0.978176316	50.63771357
1708	0.9781787693	50.63486729
1709	0.9781959087	50.61497799
1710	0.9782347185	50.56991228
1711	0.9782673635	50.53197396
1712	0.9783087373	50.48385067
1713	0.9783161922	50.4751747
1714	0.9783633217	50.42029124
1715	0.9783824543	50.39799378
1716	0.9784037146	50.37320519
1717	0.9784302992	50.34219143
1718	0.9784512997	50.31767861
1719	0.9784748413	50.2901854
1720	0.9784994708	50.26140565
1721	0.9785352506	50.21956738
1722	0.9785643251	50.18554403
1723	0.9785887466	50.15694795
1724	0.9786249279	50.11455168
1725	0.978648717	50.08665683
1726	0.9786769833	50.0534918
1727	0.9787002542	50.0261713
1728	0.9787177809	50.00558484
1729	0.9787379894	49.98183783
1730	0.9787592479	49.95684477
1731	0.9787775723	49.9352913
1732	0.9787994932	49.9094952
1733	0.9788252049	49.8792212
1734	0.9788580398	49.84053342
1735	0.9788752564	49.82023579
1736	0.9789113712	49.77763141
1737	0.9789224165	49.76459393
1738	0.9789506751	49.73122321
1739	0.9789910766	49.68347388
1740	0.9790142414	49.65607549
1741	0.9790306316	49.63668063
1742	0.9790506532	49.6129783
1743	0.9790717583	49.5879811
1744	0.9790967112	49.55841018
1745	0.9791232896	49.52689358
1746	0.9791387848	49.50851015
1747	0.9791689616	49.47268888
1748	0.9792002927	49.43547
1749	0.979235463	49.39365699
1750	0.9792742508	49.34750222
1751	0.9792864617	49.33296309
1752	0.9792944767	49.32341759
1753	0.9793191564	49.29401364
1754	0.9793504717	49.25667856
1755	0.9793943419	49.20432757
1756	0.9794090379	49.18677811
1757	0.9794401623	49.14958969
1758	0.9794561948	49.13042258
1759	0.9794883677	49.0919369
1760	0.9795487455	49.01963036
1761	0.979579648	48.98258131
1762	0.9796051568	48.9519776
1763	0.9796337733	48.91762269
1764	0.9796479155	48.90063567
1765	0.9796552811	48.89178604
1766	0.9797042047	48.83296489
1767	0.9797357323	48.79502141
1768	0.979759015	48.76698175
1769	0.9797957441	48.72271556
1770	0.9798206959	48.69262057
1771	0.9798410772	48.66802431
1772	0.9798599623	48.64522269
1773	0.9798759076	48.62596208
1774	0.9798998161	48.59706841
1775	0.9799158667	48.57766146
1776	0.9799544847	48.53093613
1777	0.9799718964	48.50985436
1778	0.9800063163	48.46815234
1779	0.9800232345	48.44764174
1780	0.9800455407	48.42058566
1781	0.9800825579	48.37565263
1782	0.9801163088	48.33464804
1783	0.9801217896	48.32798607
1784	0.9801670032	48.27299306
1785	0.980181932	48.2548214
1786	0.9802085046	48.22245996
1787	0.9802346575	48.19058831
1788	0.9802730898	48.14371387
1789	0.980291396	48.12137049
1790	0.9803154165	48.09203681
1791	0.9803291638	48.07524062
1792	0.9803547205	48.04400038
1793	0.980368784	48.02680069
1794	0.9803783103	48.01514649
1795	0.9803890922	48.00195273
1796	0.9804150274	47.97020121
1797	0.9804335077	47.94756359
1798	0.9804599533	47.91515032
1799	0.9804770395	47.89419667
1800	0.9804994683	47.8666774
1801	0.9805165841	47.84566627
1802	0.9805273496	47.83244593
1803	0.9805615705	47.79039756
1804	0.9805703241	47.77963571
1805	0.9805991451	47.7441856
1806	0.9806192148	47.71948411
1807	0.9806528963	47.6780007
1808	0.98068423	47.63937652
1809	0.9807202391	47.59495029
1810	0.9807591293	47.54692292
1811	0.9807892696	47.50966787
1812	0.9807950333	47.50254027
1813	0.98081029	47.48366817
1814	0.9808208558	47.47059422
1815	0.9808774628	47.40048803
1816	0.9809074587	47.36329682
1817	0.9809348961	47.32925231
1818	0.9809580723	47.30047609
1819	0.9809592942	47.29895849
1820	0.9809810989	47.27186814
1821	0.9810126609	47.23262794
1822	0.9810255871	47.2165476
1823	0.9810501949	47.18592026
1824	0.9810660834	47.1661346
1825	0.9810819498	47.14636805
1826	0.9810855023	47.14194118
