iter	R2	RMSE
131	0.5209574606	237.2450153
132	0.5231415219	236.7035711
133	0.5250410762	236.2316492
134	0.5271519818	235.7061111
135	0.5292407771	235.1849217
136	0.5312464561	234.6833819
137	0.5330515515	234.2310818
138	0.5349642218	233.7508719
139	0.5369074426	233.2619794
140	0.5388943053	232.7610453
141	0.5408149813	232.2757714
142	0.5427879656	231.7762236
143	0.5448051666	231.2643647
144	0.5467183145	230.7778601
145	0.5487032661	230.2720096
146	0.5505371528	229.8036674
147	0.5524546141	229.3129587
148	0.5540121037	228.9135983
149	0.5557282992	228.4727353
150	0.5574561516	228.0280167
151	0.5590763569	227.6102152
152	0.560755704	227.1763519
153	0.5623166914	226.7723227
154	0.5639809447	226.3407709
155	0.5656956771	225.8952672
156	0.5672199712	225.4985023
157	0.5686908736	225.1149718
158	0.5703159894	224.6904699
159	0.5719418199	224.2649772
160	0.5735781045	223.8359319
161	0.5753214336	223.3779121
162	0.5768785645	222.9680161
163	0.5784851231	222.5443176
164	0.5801771682	222.0971997
165	0.5817660663	221.6765171
166	0.5834214758	221.2373738
167	0.5849551687	220.8297399
168	0.5863667753	220.4538886
169	0.5881113613	219.9884918
170	0.5897853777	219.5409931
171	0.5914911302	219.0840704
172	0.5930049087	218.6777726
173	0.5946302805	218.240681
174	0.5960362412	217.8618856
175	0.5975790499	217.4454612
176	0.598830072	217.1072074
177	0.6003798182	216.6874518
178	0.6018166168	216.2975609
179	0.6031432762	215.9369323
180	0.604525829	215.5604681
181	0.6058604665	215.1964264
182	0.6072777377	214.8091697
183	0.6084621797	214.4849951
184	0.6099467467	214.0779849
185	0.6113959657	213.679918
186	0.6128415867	213.2820992
187	0.6142160276	212.903179
188	0.6155451722	212.5361041
189	0.616878602	212.1672075
190	0.6182861484	211.7771092
191	0.6197365368	211.3743843
192	0.6212372289	210.9568824
193	0.6226439905	210.5647608
194	0.6238851699	210.2181863
195	0.6251303561	209.8699179
196	0.6264916127	209.4885232
197	0.6278042563	209.12009
198	0.6289836447	208.7885044
199	0.6301901859	208.4487389
200	0.6314755628	208.0861628
201	0.633033501	207.6458545
202	0.6341734204	207.3230953
203	0.6356173251	206.9135423
204	0.6369652852	206.5304703
205	0.6382973915	206.1512043
206	0.639165917	205.903549
207	0.6404503927	205.5367406
208	0.641530266	205.2278534
209	0.6427307734	204.8839134
210	0.6440529051	204.5044593
211	0.6451744606	204.182018
212	0.6465759456	203.7783814
213	0.6478180187	203.419987
214	0.6489006382	203.1070863
215	0.6501494637	202.7455487
216	0.6511713623	202.4492265
217	0.6525610899	202.0455469
218	0.6537869941	201.6887829
219	0.655094484	201.307579
220	0.6562194639	200.9790079
221	0.6573429099	200.6503479
222	0.6584954189	200.3126253
223	0.6595484796	200.0035457
224	0.6605336256	199.7139664
225	0.6617256256	199.3630208
226	0.6628848685	199.021126
227	0.6640841111	198.6668149
228	0.6653734098	198.285191
229	0.6660093559	198.0966844
230	0.6669755071	197.8099548
231	0.6679817583	197.5108821
232	0.6688223995	197.2606835
233	0.6698560176	196.9526138
234	0.6708164619	196.665921
235	0.671884377	196.3466567
236	0.672942406	196.0298351
237	0.674179628	195.6587045
238	0.6753200488	195.3159867
239	0.6761576897	195.0638764
240	0.6772349496	194.7391666
241	0.6783779276	194.3940549
242	0.6793049155	194.1137088
243	0.6802115931	193.8391129
244	0.6812919553	193.5114062
245	0.6821180328	193.2604569
246	0.6830279121	192.9836722
247	0.68406539	192.667587
248	0.6851807508	192.327194
249	0.6862466431	192.0013341
250	0.6870226327	191.7637538
251	0.687866765	191.5049758
252	0.688768202	191.2282439
253	0.6895597043	190.9849301
254	0.6903706464	190.7353185
255	0.6913693188	190.4274731
256	0.6921874604	190.1749058
257	0.6928855915	189.9591213
258	0.6938675887	189.6551814
259	0.6948679361	189.3450601
260	0.6957516094	189.0706863
261	0.6967091654	188.7729223
262	0.6976688349	188.4740291
263	0.6985509621	188.198868
264	0.6990215179	188.0519234
265	0.6999670502	187.7563059
266	0.7008807324	187.4702033
267	0.70168069	187.2193525
268	0.7026948919	186.9008349
269	0.7036307374	186.6064435
270	0.7045409273	186.3196764
271	0.7053795859	186.0550549
272	0.7062385275	185.7836428
273	0.7071656386	185.4902446
274	0.7080216624	185.2189303
275	0.7091349844	184.8654704
276	0.7100189649	184.5843403
277	0.7108592974	184.3166939
278	0.7118757779	183.992424
279	0.7127168209	183.7236881
280	0.7136083357	183.4383953
281	0.7146463753	183.1056531
282	0.7154250946	182.8556382
283	0.7163137458	182.5699104
284	0.7172682979	182.2624945
285	0.718101175	181.9938401
286	0.7189626728	181.7155359
287	0.7196782899	181.4840335
288	0.7202819804	181.2885095
289	0.7209782003	181.0627548
290	0.7217577908	180.809632
291	0.7225257891	180.5599262
292	0.7232326183	180.3298031
293	0.7240087284	180.0767855
294	0.7248504319	179.8019815
295	0.7255875743	179.5609698
296	0.7261522295	179.3761344
297	0.7271532771	179.0479805
298	0.727965108	178.7814115
299	0.7289047656	178.4723727
300	0.7297810899	178.1836803
301	0.7304422814	177.9655503
302	0.7310387699	177.7685365
303	0.7318421427	177.5028454
304	0.7325859874	177.2564864
305	0.7333679969	176.9971175
306	0.7339862316	176.7917984
307	0.7346433949	176.5732892
308	0.7353897615	176.3247911
309	0.7362679651	176.0319496
310	0.7369504495	175.8040347
311	0.7376505152	175.5699412
312	0.7382997374	175.3525699
313	0.7389044042	175.1498739
314	0.7393346116	175.0055171
315	0.7402438494	174.7000285
316	0.7410141668	174.4407962
317	0.7417349622	174.1978799
318	0.7422689709	174.0176942
319	0.743111012	173.7331923
320	0.7438672082	173.4772973
321	0.7446062649	173.2268371
322	0.7452512055	173.0079757
323	0.7459332285	172.7762288
324	0.7465642414	172.5615376
325	0.7472250744	172.3364139
326	0.7476809376	172.180945
327	0.748369087	171.9459903
328	0.7490354665	171.718162
329	0.749649913	171.507821
330	0.7503194497	171.2783271
331	0.7508246541	171.1049567
332	0.7515321967	170.8618546
333	0.7520707551	170.6765811
334	0.752717995	170.4536528
335	0.7533008681	170.2526446
336	0.7538820488	170.0519833
337	0.7545176511	169.8322608
338	0.7550402048	169.6514051
339	0.7557673045	169.3994349
340	0.7565885856	169.1143754
341	0.7572083381	168.8989462
342	0.7576148221	168.7575009
343	0.7581108961	168.5847199
344	0.7588916758	168.3124176
345	0.7596242896	168.0565123
346	0.760386973	167.7896888
347	0.7611039481	167.5384689
348	0.7616443863	167.3488562
349	0.7621987679	167.1541279
350	0.7626155063	167.0075978
351	0.7633015179	166.7661077
352	0.7638894315	166.5588714
353	0.7644853093	166.3485643
354	0.7651864968	166.1007486
355	0.7657846753	165.889046
356	0.7663721492	165.6808686
357	0.7669975239	165.4589729
358	0.7673723562	165.325832
359	0.7679994134	165.1028604
360	0.7687231103	164.8451504
361	0.7695351597	164.5554973
362	0.7699776745	164.3974402
363	0.7705611621	164.1887978
364	0.771330082	163.9134435
365	0.771883251	163.7150642
366	0.772424392	163.5207656
367	0.7729193184	163.3428581
368	0.7735405482	163.1192747
369	0.774208147	162.8786608
370	0.7747413348	162.6862352
371	0.7752618254	162.4981722
372	0.7759652905	162.2436508
373	0.7765015237	162.0493671
374	0.7770280395	161.8583773
375	0.7777398565	161.599812
376	0.7783412071	161.3810504
377	0.7787892808	161.2178554
378	0.7789441995	161.1613934
379	0.7796294052	160.9114239
380	0.780256787	160.6822081
381	0.7809201479	160.439491
382	0.7815307649	160.2157474
383	0.782253389	159.9505575
384	0.7826981453	159.7871212
385	0.78328761	159.5702505
386	0.7837441008	159.4020996
387	0.7842347536	159.221167
388	0.7848236206	159.0037452
389	0.7852147752	158.8591583
390	0.7856215539	158.7086565
391	0.7861906809	158.4978484
392	0.786629929	158.3349564
393	0.7873004897	158.08596
394	0.7878103931	157.896357
395	0.7882935573	157.7164864
396	0.7889240284	157.481468
397	0.789461744	157.2807482
398	0.7897276077	157.1814113
399	0.7901319057	157.0302295
400	0.7905946429	156.8570163
401	0.7911245404	156.6584283
402	0.7916706166	156.4535133
403	0.7920509068	156.3106508
404	0.7925895976	156.1080587
405	0.7932453676	155.8610797
406	0.7936656466	155.7025864
407	0.7941604934	155.5157653
408	0.7946209707	155.3417182
409	0.7950096722	155.1946482
410	0.7954333513	155.0341852
411	0.7958880703	154.8617812
412	0.7965175679	154.6227937
413	0.7967974005	154.5164372
414	0.7974288014	154.2761899
415	0.797871877	154.1073766
416	0.7985519363	153.8479113
417	0.7991374132	153.6241814
418	0.7995390235	153.4705243
419	0.7999163325	153.3260246
420	0.8004677295	153.1146085
421	0.8009179346	152.9417745
422	0.801427994	152.7457262
423	0.8017526593	152.6208054
424	0.8023209892	152.4018839
425	0.8027343469	152.2424602
426	0.8030235879	152.1308063
427	0.8034374514	151.9709027
428	0.8038110906	151.8263958
429	0.8043328466	151.6243735
430	0.8048058795	151.4409837
431	0.8054017952	151.2096369
432	0.8059246146	151.0063758
433	0.8063055564	150.8581012
434	0.8065486892	150.76339
435	0.8070043521	150.5857283
436	0.807529851	150.3805771
437	0.807798057	150.2757634
438	0.8083523445	150.0589182
439	0.8087474111	149.9041711
440	0.8091787587	149.7350301
441	0.8095499737	149.5893153
442	0.8097583534	149.5074568
443	0.810134336	149.3596448
444	0.8105727175	149.1871167
445	0.810933488	149.044983
446	0.8113369573	148.8858666
447	0.8117380722	148.7275099
448	0.8122238529	148.5355018
449	0.8126639722	148.3613271
450	0.813085601	148.194278
451	0.8134821388	148.0369979
452	0.8137189593	147.9429872
453	0.8141277325	147.7805758
454	0.8144413554	147.6558479
455	0.814985655	147.4391292
456	0.8156437978	147.1766564
457	0.8159853577	147.0402549
458	0.8164594046	146.8507348
459	0.8169162689	146.6678525
460	0.817386549	146.4793614
461	0.8176909405	146.35723
462	0.8180493374	146.2132992
463	0.8182865816	146.1179448
464	0.8187650128	145.9254619
465	0.8191952818	145.7521385
466	0.8196535557	145.5673071
467	0.8200681937	145.3998725
468	0.8204249129	145.2556717
469	0.8207047584	145.142446
470	0.8210565505	144.9999854
471	0.8213490972	144.8814099
472	0.8218692992	144.6703207
473	0.8223516909	144.4742987
474	0.8227038341	144.3310356
475	0.8232211597	144.1203128
476	0.8235297079	143.9944848
477	0.8237968274	143.8854627
478	0.8241161707	143.7550176
479	0.8247053212	143.5140506
480	0.8249732934	143.404314
481	0.8251801625	143.3195421
482	0.825539618	143.1721232
483	0.8259938874	142.985602
484	0.8263571157	142.8362867
485	0.8266090309	142.7326381
486	0.8268651318	142.6271901
487	0.8272230657	142.4796822
488	0.8276764177	142.2926321
489	0.8280218555	142.1499415
490	0.8283084895	142.0314323
491	0.8285905988	141.9146972
492	0.8290703135	141.7159733
493	0.8293175383	141.6134505
494	0.829784551	141.4195801
495	0.8300948474	141.29062
496	0.830481071	141.1299397
497	0.8308627705	140.9709616
498	0.8312417952	140.81292
499	0.8316668826	140.6354603
500	0.8320962578	140.4559831
501	0.832548393	140.266744
502	0.8329710082	140.0896292
503	0.8332744014	139.9623412
504	0.8336917559	139.7870517
505	0.8339235509	139.6896024
506	0.8342499314	139.5522729
507	0.8346666617	139.3767307
508	0.8350780525	139.2032206
509	0.8353324935	139.095798
510	0.8357732564	138.9095156
511	0.8362106519	138.724409
512	0.8365923228	138.5626831
513	0.8369665746	138.4039174
514	0.8373617597	138.2360734
515	0.8376279877	138.1228855
516	0.837908356	138.0035853
517	0.8383382562	137.8204569
518	0.8387978294	137.624419
519	0.8391170304	137.4880945
520	0.8393709316	137.3795616
521	0.8398309228	137.1827146
522	0.840141747	137.0495416
523	0.8404865807	136.9016455
524	0.8407908091	136.7710319
525	0.8410314902	136.6676124
526	0.8414667706	136.4803756
527	0.8416924375	136.3832034
528	0.8420596102	136.2249505
529	0.8425197977	136.0263478
530	0.8427846815	135.9119007
531	0.8432255633	135.7211967
532	0.8435596696	135.5765
533	0.843818509	135.4642941
534	0.844268398	135.2690474
535	0.8446449914	135.1053932
536	0.8451290986	134.8947256
537	0.8453627425	134.7929336
538	0.8457012589	134.6453152
539	0.8458885164	134.5635874
540	0.8461963008	134.4291481
541	0.8464325392	134.3258686
542	0.8467460511	134.1886837
543	0.8470359577	134.061703
544	0.8474343424	133.8870118
545	0.8477298258	133.7572953
546	0.8481441016	133.5752171
547	0.8485088306	133.4147095
548	0.848802496	133.2853347
549	0.8491372408	133.1377089
550	0.8494930181	132.980628
551	0.8498139431	132.8387754
552	0.8501865567	132.6738857
553	0.8505161447	132.5278648
554	0.8508415269	132.3835492
555	0.8511502733	132.2464665
556	0.8514103344	132.1308895
557	0.8516214173	132.0370052
558	0.8519596495	131.8864287
559	0.8521205621	131.8147322
560	0.8524217854	131.6804136
561	0.8528077198	131.508121
562	0.8531205631	131.3682926
563	0.8535475372	131.1772118
564	0.8537605165	131.0817945
565	0.8539740769	130.9860471
566	0.8542648347	130.8555764
567	0.8546282367	130.6923253
568	0.8548860804	130.5763703
569	0.855289684	130.3946587
570	0.8555066641	130.2968645
571	0.8558483346	130.1427226
572	0.856211241	129.9788002
573	0.8564738554	129.8600499
574	0.8567093416	129.7534742
575	0.8570045414	129.6197496
576	0.8573893637	129.445219
577	0.857699027	129.3046046
578	0.8578786257	129.2229809
579	0.8581416934	129.1033292
580	0.8584127705	128.9799184
581	0.8587483016	128.8270005
582	0.8590381164	128.6947715
583	0.8593849466	128.5363502
584	0.8596667301	128.4074964
585	0.8599504901	128.2776079
586	0.8602037511	128.1615689
587	0.8605695207	127.993795
588	0.8608548381	127.8627707
589	0.861048604	127.7737124
590	0.8611655311	127.7199405
591	0.8613513512	127.6344398
592	0.8617079162	127.4702144
593	0.862000565	127.335269
594	0.8621891961	127.2482121
595	0.8624752936	127.1160588
596	0.8627617851	126.9835856
597	0.8630481267	126.8510436
598	0.8632789007	126.7441219
599	0.8635407789	126.6226796
600	0.8638764602	126.4668417
601	0.86422506	126.304803
602	0.8645166074	126.1691239
603	0.8648297089	126.0232515
604	0.8652292949	125.8368407
605	0.8654300973	125.7430601
606	0.8656709331	125.6304903
607	0.8659003507	125.5231638
608	0.8661830101	125.3908032
609	0.8664897053	125.2470292
610	0.8666079464	125.1915554
611	0.8668125747	125.0954943
612	0.8669899	125.0121908
613	0.8671670984	124.9288913
614	0.8674980198	124.773179
615	0.8677323142	124.6628161
616	0.8679226521	124.5730867
617	0.868154355	124.4637697
618	0.8683376261	124.3772346
619	0.8685819323	124.2617869
620	0.8689474025	124.0888822
621	0.8691919521	123.9730507
622	0.8694025508	123.8732132
623	0.8696258203	123.7672811
624	0.8698680661	123.6522428
625	0.8702262011	123.4819744
626	0.8704105124	123.3942556
627	0.87081625	123.2009338
628	0.8710827093	123.0738088
629	0.8713410307	122.9504407
630	0.8715795625	122.8364137
631	0.8717186977	122.769853
632	0.8720225486	122.6243687
633	0.872334515	122.4748188
634	0.872558396	122.3673825
635	0.8728562482	122.2243024
636	0.8732156126	122.0514503
637	0.8734660192	121.9308613
638	0.8736447006	121.8447402
639	0.8738892663	121.7267655
640	0.8741899591	121.581559
641	0.874425876	121.4675116
642	0.8747636358	121.3040445
643	0.8749357151	121.2206778
644	0.8751573091	121.1132383
645	0.8753865378	121.0019968
646	0.8756638902	120.8672646
647	0.8759653059	120.7206724
648	0.8761399296	120.6356635
649	0.8763974814	120.5101747
650	0.8766687355	120.3778682
651	0.8768851381	120.2722116
652	0.8772243432	120.1064108
653	0.8774495008	119.996229
654	0.8776439646	119.9009859
655	0.877972646	119.7398344
656	0.8782027298	119.6268958
657	0.8784097838	119.5251703
658	0.8785989837	119.4321408
659	0.8787924874	119.3369201
660	0.8790403292	119.2148493
661	0.8792820487	119.0956733
662	0.8795093661	118.9834892
663	0.8797105394	118.8841192
664	0.8798522193	118.8140863
665	0.8801347545	118.6743046
666	0.8803082021	118.5884114
667	0.8805226497	118.4821284
668	0.8806968787	118.395708
669	0.8809493264	118.2703779
670	0.8812722573	118.1098618
671	0.8815022842	117.9953914
672	0.8816917439	117.9010254
673	0.8818746277	117.809863
674	0.8821050614	117.6948978
675	0.8823239537	117.5855866
676	0.882485836	117.5046799
677	0.8827805079	117.3572633
678	0.8829688367	117.2629503
679	0.8831744152	117.1599123
680	0.8834102433	117.041601
681	0.8836186115	116.9369664
682	0.8837941242	116.8487578
683	0.8840870286	116.7014025
684	0.8843396293	116.5741737
685	0.8846189126	116.4333438
686	0.885013995	116.2338301
687	0.8851310926	116.1746308
688	0.8852723135	116.1031957
689	0.8855080843	115.9838356
690	0.8857661126	115.8530666
691	0.8860718606	115.6979219
692	0.8862616127	115.6015318
693	0.8864336325	115.5140799
694	0.8866575723	115.4001335
695	0.8869062142	115.273486
696	0.8871275731	115.1606182
697	0.8874168259	115.0129652
698	0.8877026164	114.8668932
699	0.8878951414	114.7683858
700	0.8881682838	114.6284845
701	0.8884002433	114.5095426
702	0.8885660616	114.4244401
703	0.8888174375	114.2953062
704	0.8890252866	114.1884222
705	0.8891951185	114.1010137
706	0.8895214368	113.9328771
707	0.8897292004	113.8256968
708	0.8899388157	113.717459
709	0.8901271296	113.6201325
710	0.8903436786	113.50811
711	0.89049345	113.4305673
712	0.8907470174	113.2991644
713	0.890948939	113.1944161
714	0.8911978987	113.0651329
715	0.8914614401	112.9281162
716	0.891676033	112.8164251
717	0.8916883635	112.8100041
718	0.8920322908	112.630756
719	0.8923429799	112.4685855
720	0.8924838785	112.3949635
721	0.8927083205	112.2775889
722	0.892920637	112.1664424
723	0.8931158488	112.0641528
724	0.893327416	111.9531876
725	0.8934277076	111.9005471
726	0.893621976	111.79851
727	0.8939103942	111.6468499
728	0.8940724963	111.5615205
729	0.8943070255	111.4379505
730	0.8945590796	111.3049939
731	0.8947861226	111.1850943
732	0.8949473808	111.0998566
733	0.8951894177	110.971798
734	0.895325874	110.8995356
735	0.8955239124	110.7945777
736	0.8956700225	110.7170773
737	0.8959082333	110.590608
738	0.8962171407	110.4263893
739	0.8963918294	110.3334145
740	0.8966246055	110.209402
741	0.8967884613	110.1220233
742	0.8970718738	109.9707252
743	0.8972993372	109.8491445
744	0.897469296	109.7582125
745	0.8976667978	109.6524496
746	0.8978384183	109.5604633
747	0.897988474	109.4799721
748	0.8981060586	109.4168573
749	0.8983497044	109.2859618
750	0.8984889807	109.211067
751	0.8987555764	109.0675637
752	0.8989047377	108.9871905
753	0.8990898316	108.8873733
754	0.8993401349	108.7522442
755	0.8995718442	108.6270036
756	0.8997937526	108.5069248
757	0.9000073068	108.391241
758	0.9001349345	108.3220453
759	0.9003248041	108.219022
760	0.9005802887	108.0802411
761	0.9008488554	107.9341615
762	0.9009482324	107.8800579
763	0.901084995	107.8055562
764	0.901341256	107.6658187
765	0.901460707	107.6006208
766	0.9016303893	107.507938
767	0.9017937046	107.4186575
768	0.9019392749	107.3390151
769	0.9021628636	107.2165732
770	0.9024016431	107.0856579
771	0.9026100344	106.9712725
772	0.9028078808	106.8625619
773	0.9029830695	106.7662086
774	0.9031701821	106.6632011
775	0.9033474041	106.5655467
776	0.9035375377	106.460678
777	0.9037339091	106.3522603
778	0.9039332815	106.2420725
779	0.9040810322	106.1603409
780	0.9043026288	106.0376416
781	0.9045321635	105.9103971
782	0.9046879862	105.8239282
783	0.904872736	105.7213156
784	0.9049466631	105.6802275
785	0.9051078224	105.5906011
786	0.9053522574	105.4545168
787	0.9055571797	105.3402949
788	0.9056546196	105.2859393
789	0.9058637397	105.1691894
790	0.9060087727	105.0881426
791	0.9061681158	104.999027
792	0.9063406603	104.9024429
793	0.9064650236	104.8327737
794	0.9066228247	104.7443056
795	0.9068830177	104.5982702
796	0.907055866	104.5011449
797	0.9071837888	104.4292055
798	0.9073986252	104.3082773
799	0.9075562392	104.2194696
800	0.9077773855	104.0947367
801	0.9080424613	103.9450291
802	0.9082010114	103.8553812
803	0.9083906435	103.7480571
804	0.9085549323	103.6549863
805	0.9087162601	103.5635117
806	0.9088188945	103.5052748
807	0.908998013	103.4035606
808	0.9090696373	103.36286
809	0.9092812216	103.2425334
810	0.9094830431	103.1276279
811	0.9096871196	103.0113082
812	0.9097823457	102.9569862
813	0.9099445196	102.8644076
814	0.9101233505	102.7622236
815	0.9102403912	102.6952914
816	0.9103834603	102.613415
817	0.9105305844	102.5291498
818	0.9106460037	102.462995
819	0.9107282743	102.4158139
820	0.9108888815	102.3236452
821	0.9110531912	102.2292658
822	0.9111981182	102.1459473
823	0.9113857737	102.0379632
824	0.9115757294	101.928539
825	0.9117240849	101.8429968
826	0.9118747888	101.7560269
827	0.9119949279	101.6866424
828	0.9121475179	101.598448
829	0.9123380049	101.4882424
830	0.9123783765	101.4648701
831	0.912530027	101.3770273
832	0.9127319564	101.2599424
833	0.9128512761	101.1906935
834	0.9129976543	101.1056759
835	0.9131805297	100.99936
836	0.913295429	100.9325052
837	0.913473611	100.8287413
838	0.9136016727	100.7540989
839	0.9138249525	100.6238249
840	0.9139689483	100.5397201
841	0.9141027853	100.4614857
842	0.9142221649	100.391651
843	0.9143255988	100.3311048
844	0.9144947504	100.2320114
845	0.9146628595	100.1334314
846	0.9148618016	100.0166454
847	0.9150660266	99.89661599
848	0.915195291	99.82056878
849	0.9154290488	99.6828999
850	0.9155467159	99.61352922
851	0.9156615726	99.54576889
852	0.9157744583	99.47912632
853	0.915865377	99.42541961
854	0.9160185669	99.33486287
855	0.9162136125	99.21944397
856	0.9164468567	99.08124436
857	0.9165428732	99.02429756
858	0.9167262984	98.91541808
859	0.916868665	98.83082788
860	0.9169912111	98.75795644
861	0.9171320641	98.6741324
862	0.9173468866	98.5461506
863	0.917537442	98.43248681
864	0.9176394972	98.3715582
865	0.9176765906	98.34940344
866	0.9178605838	98.2394363
867	0.918016451	98.1461828
868	0.9180890365	98.10272549
869	0.9183096429	97.97052901
870	0.9185250156	97.84129652
871	0.9186040069	97.79385562
872	0.9187540517	97.70367781
873	0.918945398	97.58855662
874	0.9191263828	97.47954426
875	0.9193219234	97.36162724
876	0.9195465315	97.22600523
877	0.919729383	97.11545665
878	0.9198891691	97.01874982
879	0.9199988917	96.9522869
880	0.9201021984	96.8896687
881	0.9201847445	96.83960516
882	0.9203640479	96.73076986
883	0.920485899	96.65673755
884	0.9207277619	96.50962224
885	0.920868355	96.42400205
886	0.9210029756	96.34194776
887	0.9211180786	96.27173444
888	0.9212597624	96.1852363
889	0.9214339408	96.07879353
890	0.9215856152	95.98600703
891	0.9217611078	95.87853783
892	0.921973799	95.74812694
893	0.9221752384	95.62445112
894	0.9223418158	95.52205822
895	0.9224844967	95.43426688
896	0.9226215776	95.34984501
897	0.9227497976	95.27081247
898	0.9228315376	95.22039515
899	0.9229568499	95.14305049
900	0.9231125558	95.04685878
901	0.9232346691	94.97135164
902	0.9233744501	94.88484621
903	0.9234718487	94.82452305
904	0.92362736	94.72812854
905	0.9237705657	94.63927494
906	0.9239602392	94.52146126
907	0.9240294758	94.47841906
908	0.9241618978	94.39604187
909	0.9242545222	94.33837925
910	0.9244140176	94.23900387
911	0.9245540304	94.1516809
912	0.9247392579	94.03603393
913	0.9249074223	93.93091701
914	0.9250903519	93.81643683
915	0.9251728214	93.76478043
916	0.9252567828	93.71216031
917	0.9253436909	93.65766232
918	0.9254844656	93.56931843
919	0.9256650401	93.45587581
920	0.9257692168	93.39036598
921	0.9259046449	93.3051355
922	0.9260151747	93.23551675
923	0.926125313	93.16609291
924	0.9262056528	93.11541935
925	0.9264832156	92.9401368
926	0.9266719189	92.82078054
927	0.9268138553	92.73090341
928	0.9270019173	92.61168432
929	0.9270465996	92.58333603
930	0.9271784208	92.49965276
931	0.927283874	92.43265393
932	0.9274258903	92.34234823
933	0.9276046051	92.22858098
934	0.9276313224	92.21156108
935	0.9277384004	92.14331686
936	0.9278933658	92.04446288
937	0.9280105066	91.96966714
938	0.9281183391	91.90076102
939	0.9282334299	91.82715966
940	0.9283936735	91.72458448
941	0.9285316603	91.63616432
942	0.928668217	91.54857648
943	0.9287758545	91.47947842
